title,text,subject,date,,
สเปรย์ฆ่าเชื้อพ่นจมูก Hanmi Coldmask สามารถต้านเชื้อไวรัส COVID-19 ได้,ตามที่มีการโฆษณาทางสื่อโซเชียลเกี่ยวกับ สเปรย์ฆ่าเชื้อพ่นจมูก Hanmi Coldmask สามารถต้านเชื้อไวรัส COVID-19 ได้ ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงโดย สำนักงานคณะกรรมการอาหารและยา กระทรวงสาธารณสุขพบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลเท็จ,News,16-ก.ย.-21,,
ผลิตภัณฑ์ BS สารสกัดสมุนไพรฟื้นภูมิคุ้มกัน ต้านไวรัส ต้านการอักเสบของปอด,ตามที่มีการระบุสรรพคุณว่า ผลิตภัณฑ์ BS สารสกัดสมุนไพรฟื้นภูมิคุ้มกัน ต้านไวรัส ต้านการอักเสบของปอด ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงโดย สำนักงานคณะกรรมการอาหารและยา กระทรวงสาธารณสุข พบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลเท็จ,News,17-ก.ย.-21,,
ยาดมสมุนไพรกระชายขาว สูดดมช่วยดักจับเชื้อโควิด ก่อนลงปอด,ตามที่มีการโฆษณาทางสื่อโซเชียลเกี่ยวกับ ยาดมสมุนไพรกระชายขาว สูดดมช่วยดักจับเชื้อโควิด ก่อนลงปอด ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงกับ สำนักงานคณะกรรมการอาหารและยา กระทรวงสาธารณสุข พบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลเท็จ,News,18-ก.ย.-21,,
ผลิตภัณฑ์กระชายขาวพลัสดี สามารถยับยั้งการเพิ่มจำนวนเซลล์ไวรัสโควิด-19,ตามที่มีการโฆษณาทางสื่อสั่งคมออนไลน์ต่างๆ เรื่อง ผลิตภัณฑ์กระชายขาวพลัสดี สามารถยับยั้งการเพิ่มจำนวนเซลล์ไวรัสโควิด-19 ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงโดย สำนักงานคณะกรรมการอาหารและยา กระทรวงสาธารณสุขพบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลเท็จ,News,20-ก.ย.-21,,
ด.ต. ปริวัติ นามลา เสียชีวิตหลังฉีดวัคซีนเข็ม 2 ได้เพียง 1 สัปดาห์​,ตามที่มีประเด็นปรากฏในโซเชียลมีเดีย เรื่อง ด.ต. ปริวัติ นามลา เสียชีวิตหลังฉีดวัคซีนเข็ม 2 ได้เพียง 1 สัปดาห์​ ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงโดย ตำรวจภูธรจังหวัดขอนแก่น สำนักงานตำรวจแห่งชาติ พบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลเท็จ,News,21-ก.ย.-21,,
สเปรย์พ่นปากฟ้าทะลายโจร ตราวี เฟรช สามารถป้องกันเชื้อไวรัสโควิด-19 ลงปอดได้,ตามที่มีการโฆษณาทางสื่อสั่งคมออนไลน์ต่างๆ เรื่อง สเปรย์พ่นปากฟ้าทะลายโจร ตราวี เฟรช สามารถป้องกันเชื้อไวรัสโควิด-19 ลงปอดได้ ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงโดย สำนักงานคณะกรรมการอาหารและยา กระทรวงสาธารณสุข พบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลเท็จ,News,22-ก.ย.-21,,
ผลิตภัณฑ์ W VIT-C ช่วยเสริมภูมิคุ้มกัน ต้านโควิด-19,ตามที่มีการโฆษณาทางสื่อโซเชียลเกี่ยวกับ ผลิตภัณฑ์ W VIT-C ช่วยเสริมภูมิคุ้มกัน ต้านโควิด-19 ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงโดย สำนักงานคณะกรรมการอาหารและยา (อย.) กระทรวงสาธารณสุขพบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลเท็จ,News,23-ก.ย.-21,,
ผลิตภัณฑ์เสริมอาหาร สารสกัดกระชายขาวผสมพลูคาว ช่วยเสริมภูมิคุ้มกัน ต้านโควิด-19,ตามที่มีการจำหน่าย ผลิตภัณฑ์เสริมอาหาร สารสกัดกระชายขาวผสมพลูคาว ช่วยเสริมภูมิคุ้มกัน ต้านโควิด-19 ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงโดย สำนักงานคณะกรรมการอาหารและยา กระทรวงสาธารณสุข พบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลเท็จ,News,25-ก.ย.-21,,
วัคซีนโควิด-19 เป็นอาวุธชีวภาพที่ใช้ฆ่าคนทางอ้อม คนที่ฉีดจะมีชีวิตไม่ยืนยาว,ตามที่มีข่าวปรากฏในสื่อต่างๆ เกี่ยวกับประเด็นเรื่อง วัคซีนโควิด-19 เป็นอาวุธชีวภาพที่ใช้ฆ่าคนทางอ้อม คนที่ฉีดจะมีชีวิตไม่ยืนยาว ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงกับทาง Xinhua Thai พบว่าประเด็นดังกล่าว เป็นข้อมูลเท็จ,News,26-ก.ย.-21,,
ยาฟ้าทะลายโจร สามารถกินก่อนติดเชื้อโควิด-19 ได้ ไม่ทำลายตับ แต่เป็นการช่วยบำรุงรักษาตับ,ตามที่มีการเผยแพร่ข้อมูลผ่านสื่อโซเชียลมีเดียเรื่อง ยาฟ้าทะลายโจร สามารถกินก่อนติดเชื้อโควิด-19 ได้ ไม่ทำลายตับ แต่เป็นการช่วยบำรุงรักษาตับ ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงโดย สำนักงานคณะกรรมการอาหารและยา กระทรวงสาธารณสุข พบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลเท็จ,News,27-ก.ย.-21,,
อเมริกาจะปล่อยเชื้อโควิดในประเทศไทย ผู้ที่ได้รับเชื้อจะมีอาการรุนแรงภายใน 2 ชม. และอยู่ได้ไม่เกิน 2-3 วัน,ตามที่มีการส่งต่อข้อมูลผ่านโซเชียลมีเดียต่าง ๆ เรื่อง อเมริกาจะปล่อยเชื้อโควิดในประเทศไทย ผู้ที่ได้รับเชื้อจะมีอาการรุนแรงภายใน 2 ชม. และอยู่ได้ไม่เกิน 2-3 วัน ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงกับกรมสารนิเทศ กระทรวงการต่างประเทศ พบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลเท็จ,News,28-ก.ย.-21,,
รักษาโรคโควิด-19 ได้ โดยการนำยาอะม็อกซีซิลลิน และอะซิโธรมัยซิน ละลายน้ำแล้วดื่ม,ตามที่มีการให้ข้อมูลการรักษาโควิด-19 เรื่อง รักษาโรคโควิด-19 ได้ โดยการนำยาอะม็อกซีซิลลิน และอะซิโธรมัยซิน ละลายน้ำแล้วดื่ม ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงโดย กรมการแพทย์ และสำนักงานคณะกรรมการอาหารและยา กระทรวงสาธารณสุข พบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลเท็จ,News,30-ก.ย.-21,,
พ.ร.บ. ข้าวฉบับใหม่ ชาวนาเก็บเมล็ดพันธุ์ใช้เองมีโทษจำคุก 1 ปี และปรับ 1 แสนบาท,ยังไม่มี พ.ร.บ. ข้าวฉบับใหม่เกิดขึ้น และยังไม่มีกฎหมายตามที่กล่าวอ้าง ในส่วนของ พ.ร.บ. ข้าว ปัจจุบันยังไม่มีการออกผลบังคับใช้แต่อย่างใด,News,12-ต.ค.-21,,
ผลิตภัณฑ์กระชายขาว ตรา BioProud กินแล้วเชื้อโควิด-19 ไม่ลงปอด,ตามที่มีการเผยแพร่ข้อมูลผ่านสื่อโซเชียลมีเดียเรื่อง ผลิตภัณฑ์ BioProud กินแล้วเชื้อโควิด-19 ไม่ลงปอด ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงโดย สำนักงานคณะกรรมการอาหารและยา กระทรวงสาธารณสุข พบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลเท็จ,News,13-ต.ค.-21,,
งดเดินทางไป 10 จังหวัด เพราะเป็นแหล่งติดต่อเชื้อโควิด19,เป็นการนำข่าวปลอมเมื่อเดือนธันวาคม 2563 มาแชร์ซ้ำอีกครั้ง เพื่อสร้างความวิตกกังวลแก่ประชาชนในสังคม อีกทั้งขณะนี้ยังไม่มีการประกาศปิดพื้นที่ หรือจังหวัดใดในประเทศไทยตามที่กล่าวอ้าง,News,14-ต.ค.-21,,
งดเดินทางไป 10 จังหวัด เพราะเป็นแหล่งติดต่อเชื้อโควิด19,ตามที่มีการเผยแพร่ข้อมูลเรื่อง งดเดินทางไป 10 จังหวัด เพราะเป็นแหล่งติดต่อเชื้อโควิด19 ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงกับทางกรมควบคุมโรค กระทรวงสาธารณสุข พบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลเท็จ,News,14-ต.ค.-21,,
นักวิจัยเผย ข้อมูล “โควิด-19” กว่าครึ่งในทวิตเตอร์มาจาก “บอท”,นักวิจัยจากมหาวิยาลัยคาร์เนกีเมลลอน สหรัฐอเมริกา ระบุว่า แอคเคาท์ผู้ใช้งานทวิตเตอร์กว่าครึ่งหนึ่ง ที่เผยแพร่เรื่องราวที่มีเกี่ยวโรคโควิด-19 เป็น “บอท” โดยนักวิจัยได้ทำการศึกษา ข้อความในทวิตเตอร์กว่า 200 ล้านข้อความที่พูดคุยเรื่องไวรัสโคโรนา ตั้งแต่เดือนมกราคม และพบว่า กว่าร้อยละ 45 ของข้อความเหล่านี้ ถูกส่งโดยแอคเคาท์ผู้ใช้งานที่มีพฤติกรรมเหมือนหุ่นยนต์ที่สั่งการด้วยระบบคอมพิวเตอร์ มากกว่าเป็นคนจริง ๆ แม้จะยังไม่สามารถระบุได้ว่า การใช้งานบอทนี้จะเป็นฝีมือของกลุ่มใด แต่นักวิจัยเชื่อว่า ข้อความที่ปรากฏในทวิตเตอร์มีเป้าหมายที่จะแบ่งแยกอเมริกา,News,22-ต.ค.-21,,
โควิด19 สายพันธุ์แลมบ์ดาระบาดหนักในเขตมีนบุรี หมอประสิทธิ์ ขอให้ประชาชนล็อกดาวน์ตัวเอง,ตามที่มีการแชร์ข้อความผ่านโซเชียลมีเดีย เกี่ยวกับประเด็นเรื่อง โควิด19 สายพันธุ์แลมบ์ดาระบาดหนักในเขตมีนบุรี หมอประสิทธิ์ ขอให้ประชาชนล็อกดาวน์ตัวเอง ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงกับ คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลเท็จ,News,22-ต.ค.-21,,
"เรือนจำกลางนครศรีธรรมราช พบนักโทษติดเชื้อโควิด-19 จำนวน 1,300 คน","ตามที่มีการโพสต์ข้อความ เกี่ยวกับประเด็นเรื่อง เรือนจำกลางนครศรีธรรมราช พบนักโทษติดเชื้อโควิด-19 จำนวน 1,300 คน ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงโดย กรมราชทัณฑ์ กระทรวงยุติธรรม พบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลเท็จ",News,29-ต.ค.-21,,
กทม. ให้บริการฉีดวัคซีนให้แก่คนทั่วไป ไม่จำกัดภูมิลำเนา อายุ ฯลฯ ที่เซนทรัลลาดพร้าว เป็นที่แรก ในวันที่ 12 พ.ค. 2564, ในวันที่ 12 พฤษภาคมนี้ เป็นการเพิ่มจุดบริการฉีดวัคซีนโควิด-19 นอก รพ. เฉพาะกลุ่มบุคลากรทางการแพทย์ เจ้าหน้าที่ด่านหน้า และกลุ่มอาชีพเสี่ยง ที่ได้รับการลงทะเบียนกับสำนักอนามัย กทม. แล้วเท่านั้น ยังไม่เปิดการฉีดสำหรับประชาชนทั่วไป,News,4-พ.ย.-21,,
ขบวนการขนอาวุธ กระสุนปืน ของกองทัพไปขาย,หลังจากที่มีเหตุการณ์เกี่ยวกับอาวุธปืนเกิดขึ้นในช่วงนี้ จึงทำให้มีคนออกมาแชร์เรื่องราวเกี่ยวกับขบวนการขนอาวุธ และกระสุนปืนของกองทัพไปขาย เพื่อนำเงินมาใช้ส่วนตัว ทางศูนย์ฯ จึงได้ประสานงานไปยังกองทัพบก และได้รับคำชี้แจงว่ากลับมาว่า ทางกองทัพมีการตรวจสอบอาวุธยุทโธปกรณ์อย่างสม่ำเสมอ และไม่มีรายงานการสูญหาย,News,4-พ.ย.-21,,
คลิปเสียงคณบดี คณะแพทย์ศิริราช แนะนำใช้น้ำเกลือ น้ำมะนาว หรือน้ำขิงล้างคอ เพื่อฆ่าเชื้อโควิด-19, เสียงของบุคคลในคลิปไม่ใช่เสียงของคณบดีคณะแพทยศาสตร์ศิริราชพยาบาล และไม่เคยมีการแนะนำวิธีการป้องกัน หรือการฆ่าเชื้อโควิด-19 ด้วยวิธีดังกล่าว อีกทั้งการใช้น้ำเกลืออุ่น น้ำมะนาวอุ่น หรือน้ำขิงอุ่น บ้วนปากและล้างคอ ไม่สามารถฆ่าเชื้อโควิด-19 ได้จริง,News,4-พ.ย.-21,,
ทุกร้านค้าที่เข้าร่วมโครงการรัฐ สรรพากรจะเรียกเก็บภาษี 7% ของยอดขายสินค้า,กรมสรรพากรไม่มีเป้าหมายที่จะเรียกเก็บภาษีจากผู้ประกอบการที่เข้าร่วมโครงการของรัฐโดยเฉพาะ,News,4-พ.ย.-21,,
รัฐฯ กักตุนแอลกอฮอล์ คุมเข้มโรงงานทุกแห่งส่งรัฐฯ 50% ลั่น! ทำไทยเดือดร้อน,ตามที่ได้มีเผยแพร่ข้อความตามสี่อออนไลน์ว่า “อยากให้ทุกคนรู้จริงๆ ตอนนี้บริษัทแอลกอฮอล์ และคนไทยเดือดร้อนมาก รัฐสั่งทุกโรงงานส่งแอลกอฮอล์ให้รัฐบาล 50%” ซึ่งข้อมูลดังกล่าวทำให้เกิดความเข้าใจคลาดเคลื่อน และตื่นตระหนกของการกักตุนผลิตภัณฑ์แอลกอฮอล์ทำให้เกิดการขาดตลาด ทางกรมโรงงานอุตสาหกรรม กระทรวงอุตสาหกรรม ได้ชี้แจงว่า รัฐบาลไม่มีคำสั่งใดๆ ให้โรงงานผลิตแอลกอฮอล์ส่งแอลกอฮอล์ให้ทางรัฐบาล 50% เพื่อกักตุนไว้แต่ประการใด,News,4-พ.ย.-21,,
สรรพากรเรียกเก็บภาษีร้านค้าเข้าร่วมโครงการรัฐ 7% ของยอดขาย,วันที่ 4 พฤศจิกายน 2564 แฟนเพจ Anti-Fake News Center Thailand โพสต์ข้อความว่า กรณีการส่งต่อข้อมูลที่ระบุว่า สรรพากรเรียกเก็บภาษีทุกร้านค้าทั่วประเทศที่เข้าร่วมโครงการรัฐ จำนวน 7% ของยอดขายสินค้า โดยไม่สนใจรายได้ กำไร แต่อย่างใดนั้น,News,4-พ.ย.-21,,
หากรับบริจาคเลือดจากผู้ที่ฉีดวัคซีนมา จะทำให้ได้รับผลจากวัคซีนดังกล่าวไปด้วย,ตามที่มีการเผยแพร่ข้อมูลประเด็นเรื่อง หากรับบริจาคเลือดจากผู้ที่ฉีดวัคซีนมา จะทำให้ได้รับผลจากวัคซีนดังกล่าวไปด้วย ทางศูนย์ต่อต้านข่าวปลอมได้ตรวจสอบข้อเท็จจริงกับ กรมควบคุมโรค กระทรวงสาธารณสุข พบว่าข้อมูลดังกล่าวนั้น เป็นข้อมูลเท็จ,News,13-พ.ย.-21,,
"เตือนอย่าหลงเชื่อข่าวปลอม ""เลขล็อกกองสลาก"" ยันออกรางวัลโปร่งใส",แฟนเพจ Anti-Fake News Center Thailand โพสต์ข้อความเตือนภัยกรณีสื่อสังคมออนไลน์โพสต์รูปภาพเลขล็อกจากกองสลาก โดยระบุว่า ตัวเลขกลุ่มนี้เป็นเลขตรงจากกองสลาก งวดประจำวันที่ 16 พฤศจิกายน 2564 ประกอบด้วย 2 ตัวล่าง 64 และ 3 ตัวบน 518 และมีการนำตราสัญลักษณ์ของสำนักงานสลากกินแบ่งรัฐบาลมาใช้,News,16-พ.ย.-21,,
ข่าวปลอม เอกสารรับรอง-ยินยอมฉีดวัคซีน หากมีอาการไม่พึงประสงค์ชดเชย 10 ล้าน,วันที่ 20 พ.ย. 2564 นางสาวนพวรรณ หัวใจมั่น โฆษกกระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคมฝ่ายการเมือง กล่าวว่า จากกรณีมีเอกสารมีเนื้อหาเกี่ยวกับประเด็นเรื่อง เอกสารหนังสือรับรอง และแสดงการยินยอม เงื่อนไขการรับวัคซีนโควิด-19 ทางศูนย์ต่อต้านข่าวปลอมได้ตรวจสอบข้อเท็จจริงกับสำนักงานปลัดกระทรวงสาธารณสุข กระทรวงสาธารณสุข พบว่า เป็นข้อมูลเท็จ,News,20-พ.ย.-21,,
ประกันสังคมเปิดโครงการรัฐ ม.40 ปล่อยสินเชื่อผ่อนสบายสูงสุด 36 เดือน,ตามที่มีการเผยแพร่ข้อมูลเรื่องสินเชื่อ เกี่ยวกับประเด็นเรื่อง ประกันสังคมเปิดโครงการรัฐ ม.40 ปล่อยสินเชื่อผ่อนสบายสูงสุด 36 เดือน ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงกับทางสำนักงานประกันสังคมพบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลเท็จ,News,24-พ.ย.-21,,
ไปเลือกตั้งนายกและสมาชิกสภา อบต. วันที่ 28 พ.ย. 64 ต้องฉีดวัคซีนป้องกันโควิด-19 แล้ว,ตามที่มีการเผยแพร่ข้อมูลเกี่ยวกับประเด็นเรื่อง ไปเลือกตั้งนายกและสมาชิกสภา อบต. วันที่ 28 พ.ย. 64 ต้องฉีดวัคซีนป้องกันโควิด-19 แล้ว ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงกับทาง สำนักงานคณะกรรมการการเลือกตั้ง พบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลเท็จ,News,24-พ.ย.-21,,
ลุกจากที่นอนกระทันหัน ทำให้กระดูกกะโหลกศีรษะแตก หัวใจหยุดเต้น,กรณีการโพสผ่านเพจเฟซบุ๊กว่า การลุกจากที่นอนอย่างกระทันหัน จะทำให้ขาดเลือดไปเลี้ยงสมอง ความดันโลหิตลดต่ำ กระดูกกะโหลกศีรษะแตก หรือหัวใจหยุดเต้น ทางสถาบันประสาทวิทยา กรมการแพทย์ กระทรวงสาธารณสุข ได้ชี้แจงข้อเท็จจริงว่า ข้อมูลดังกล่าวไม่เป็นความจริง เนื่องจากร่างกายมีกลไกในการปรับการทำงานของระบบประสาทอัตโนมัติ ทั้งความดันโลหิต และอัตราการเต้นของหัวใจ เพื่อให้เราสามารถทำกิจกรรมต่างๆ ได้ตามปกติ แม้ว่าจะมีการเคลื่อนไหว หรือเปลี่ยนท่าเร็วๆ,News,1-ธ.ค.-21,,
ออมสิน และกรุงไทย ออกสินเชื่อร่วมกับเพจปล่อยเงินกู้นอกระบบ,ตามที่เฟซบุ๊กที่ให้บริการปล่อยเงินกู้นอกระบบ ได้เผยแพร่โฆษณาเงินกู้ฉุกเฉิน โดยนำโลโก้ของสถาบันการเงิน ได้แก่ธนาคารกรุงไทย และธนาคารออมสินมาแสดง พร้อมข้อความเชิญชวนให้ลงทะเบียนรับเงิน ทางธนาคารกรุงไทย และธนาคารออมสิน ได้ตรวจสอบเรื่องดังกล่าวและชี้แจงว่า ธนาคารออมสินมีบริการทางการเงินผ่านแอปพลิเคชัน MyMo เท่านั้น ซึ่งธนาคารออมสิน และธนาคารกรุงไทยไม่มีการให้บริการทางการเงินกู้ร่วมกับเพจเงินกู้ดังกล่าวแต่อย่างใด,News,1-ธ.ค.-21,,
กรุงไทยเปิดลงทะเบียนสินเชื่อ Smile Money กู้ได้สูงสุด 5 เท่าของรายได้,จากกรณีที่มีกลุ่มผู้ใช้เฟซบุ๊กได้โพสต์ให้ข้อมูลที่ระบุว่าธนาคารกรุงไทยเปิดให้ลงทะเบียนสินเชื่อ Smile Money กู้ได้สูงสุด 5 เท่าของรายได้แต่ไม่เกิน 1 ล้านบาท และที่สำคัญไม่จำเป็นต้องมีบุคคลค้ำประกันหรือหลักทรัพย์ค้ำประกันนั้น ทางธนาคารกรุงไทยได้ตรวจสอบเรื่องดังกล่าวและชี้แจงว่า ธนาคารไม่มีผลิตภัณฑ์ในชื่อ สินเชื่อ Smile Money แต่อย่างใด และธนาคารไม่ได้มีส่วนเกี่ยวข้องกับการเผยแพร่ข้อมูล และเชิญชวนให้ลงทะเบียนตามสื่อประชาสัมพันธ์ดังกล่าว,News,2-ธ.ค.-21,,
ไปรษณีย์ ประกาศรับสมัครพนักงานผ่านเฟซบุ๊ก,กรณีการใช้เฟซบุ๊กส่วนบุคคลโพสต์รับสมัครพนักงานเพื่อเข้าทำงานในไปรษณีย์ไทย ในตำแหน่ง พนักงานคัดแยกพัสดุ และส่งพัสดุ พร้อมใช้ตราสัญลักษณ์จากทางไปรษณีย์ไทย เพื่อใช้ในการชักชวนนั้น ทางบริษัท ไปรษณีย์ไทย ได้ตรวจสอบเรื่องดังกล่าวและชี้แจงว่า ไม่เป็นความจริง โดยหากมีการประกาศรับสมัครทางไปรษณีย์ไทยจะประกาศทางช่องทางหลักเท่านั้น,News,2-ธ.ค.-21,,
เลือดของผู้ที่ฉีดวัคซีนโควิดมีสีดำคล้ำ ไม่สามารถนำไปใช้รักษาผู้ป่วยได้,กรณีการโพสต์ภาพที่มีข้อความระบุว่า เลือดของผู้ที่ฉีดวัคซีนโควิด-19 มีสีดำคล้ำ หากไปบริจาคเลือดก็ไม่สามารถนำเลือดไปใช้รักษาผู้ป่วยได้นั้น ทางสภากาชาดไทยได้ชี้แจงข้อเท็จจริงว่า ผู้ที่ได้รับการฉีดวัคซีนโควิด-19 จะฉีดเข้าที่กล้ามเนื้อ และร่างกายจะเปลี่ยนแปลงเป็นภูมิคุ้มกัน เช่นเดียวกับการฉีดวัคซีนชนิดอื่นๆ อาทิ วัคซีนไข้หวัดใหญ่ ซึ่งไม่ทำให้สีของโลหิตมีสีดำคล้ำ และเกิดการเปลี่ยนแปลงสีแต่อย่างใด เพราะโลหิตเป็นของเหลว “สีแดง” ที่ไหลเวียนอยู่ภายในหลอดเลือดทั่วร่างกาย โดยฮีโมโกลบิล ทำหน้าที่ในการนำออกซิเจนจากปอดไปยังส่วนต่างๆ ของร่างกาย และนำคาร์บอนไดออกไซค์จากส่วนต่างๆ ของร่างกายไปขับออกที่ปอด ทำให้เม็ดเลือดแดงในหลอดเลือดแดงมีระดับออกซิเจนปริมาณสูง เลือดจึงมีสีแดงสด ส่วนเม็ดเลือดแดงในหลอดเลือดดำมีปริมาณออกซิเจนลดลง และมีปริมาณคาร์บอนไดออกไซค์สูงกว่า เลือดจึงมีสีแดงคล้ำเมื่อบริจาคโลหิตแต่ละครั้ง เจ้าหน้าที่จะเจาะเก็บโลหิตจากข้อพับแขน,News,2-ธ.ค.-21,,
กินอาหารค้างคืนอุ่นซ้ำ ทำให้เป็นโรคมะเร็ง,จากกรณีข้อความเตือนภัยว่า การรับประทานอาหารค้างคืน ที่ถูกนำมาอุ่นซ้ำ ๆ จะทำให้เป็นโรคมะเร็ง ทางสถาบันมะเร็งแห่งชาติ กรมการแพทย์ กระทรวงสาธารณสุข ได้ชี้แจงว่า การรับประทานอาหารค้างคืน และนำกลับมาอุ่นซ้ำไม่เกี่ยวข้องกับการเกิดโรคมะเร็ง แต่อันตรายอาจเกิดจากการเก็บรักษาที่ไม่ถูกวิธี เช่น เก็บในตู้เย็นที่มีความเย็นไม่เพียงพอทำให้มีเชื้อจุลินทรีย์เจริญเติบโตจนสร้างสารพิษขึ้นมา เมื่อทานอาหารเหล่านั้นเข้าไปก็จะมีผลต่อระบบทางเดินอาหารได้ นอกจากนี้อาหารที่ทำทิ้งไว้นาน และมีการอุ่นซ้ำซากอาจทำให้คุณค่าทางโภชนาการลดลง รวมถึงมีรสชาติเปลี่ยนไป โดยการรับประทานอาหารที่ค้างคืน และนำกลับมาอุ่นซ้ำควรคำนึงถึงอุณหภูมิของการเก็บรักษา และการอุ่นด้วยความร้อนอย่างทั่วถึง เพื่อป้องกันการปนเปื้อนของจุลินทรีย์ อย่างไรก็ตามเพื่อให้ได้ประโยชน์สูงสุด ควรรับประทานอาหารที่สดใหม่ ไม่ปนเปื้อนสารก่อมะเร็ง และหลีกเลี่ยงการรับประทานอาหารสุก ๆ ดิบ ๆ,News,3-ธ.ค.-21,,
น้ำดื่มเพาเวอร์วัน ช่วยลดความเสี่ยงต่อโรคร้าย ลดน้ำหนัก สมองและหัวใจทำงานได้ดีขึ้น,กรณีที่พบโฆษณาของ น้ำดื่มเพาเวอร์วัน ใช้ข้อความโฆษณาสรรพคุณว่าช่วยลดความเสี่ยงต่อโรคร้าย ลดน้ำหนัก ทำให้สมองและหัวใจทำงานได้ดีขึ้นนั้น ทางสำนักงานคณะกรรมการอาหารและยา กระทรวงสาธารณสุขได้ตรวจสอบผลิตภัณฑ์ดังกล่าวแล้วพบว่า ผลิตภัณฑ์ดังกล่าวขออนุญาตเป็นน้ำบริโภคในภาชนะบรรจุที่ปิดสนิท ในชื่อ น้ำดื่ม พาวเวอร์ วัน POWER ONE WATER อย. 12-2-01259-6-0007,News,3-ธ.ค.-21,,
สารกันบูดที่อยู่บนผิวปลาทูนึ่ง,สารกันบูดที่อยู่บนผิวปลาทูนึ่ง หากสัมผัสโดนทำให้เป็นมะเร็งผิวหนัง ทางศูนย์ต่อต้านข่าวปลอมได้ตรวจสอบข้อเท็จจริงโดยสถาบันมะเร็งแห่งชาติ กรมการแพทย์ กระทรวงสาธารณสุข พบว่าข้อมูลดังกล่าวนั้น เป็นข้อมูลเท็จ,News,3-ธ.ค.-21,,
สารกันบูดที่อยู่บนผิวปลาทูนึ่ง หากสัมผัสโดนทำให้เป็นมะเร็งผิวหนัง,กรณีชวนเชื่อเรื่องสุขภาพที่ระบุว่าให้ระวังปลาทูใส่สารกันบูด หากสัมผัสโดนสารกันบูดทำให้เป็นมะเร็งที่มือ ทางสถาบันมะเร็งแห่งชาติ กรมการแพทย์ กระทรวงสาธารณสุข ได้ชี้แจงว่าปัจจุบันยังไม่มีหลักฐานหรือข้อมูลวิชาการที่บ่งชี้ว่าการสัมผัสสารกันบูดส่งผลให้เกิดมะเร็งผิวหนัง และกระบวนการผลิตปลาทูนึ่งถือเป็นการถนอมอาหารอยู่แล้วซึ่งจะช่วยรักษาคุณภาพปลาทูไว้ทำให้สามารถเก็บไว้ได้ในระยะหนึ่งโดยไม่จำเป็นต้องใส่สารกันบูด,News,3-ธ.ค.-21,,
