title,text,subject,date,
กบง. เคาะลดราคาดีเซล คาดเหลือ 28 บาทต่อลิตร นาน 4 เดือน ,กบง. สั่งปรับสเปคน้ำมันดีเซลเหลือบี 7 ชนิดเดียว มีผล 1 ธ.ค. 64 – 31 มี.ค. 65 ส่งผลน้ำมันอยู่ที่ประมาณลิตรละ 28 บาท พร้อมดูแลค่าการตลาด ไม่เกิน 1.40 บาทต่อลิตร,News,3-ธ.ค.-21,
แบงก์ชาติ เตรียมตรวจสอบหากธนาคาร ‘ขายประกัน’ ไม่ถูกต้อง พบไตรมาส 4 บางแห่ง กลับมาเร่งทำยอด,แบงก์ชาติเตรียมตรวจสอบ หากธนาคารขายผลิตภัณฑ์ประกันภัยไม่ถูกต้อง เผย ไตรมาส 4 ปีนี้ พบมีบางแห่ง กลับมาเน้นขายประกันมากขึ้น,News,3-ธ.ค.-21,
คนละครึ่ง เฟส 3/ยิ่งใช้ยิ่งได้ ลดค่าครองชีพสะสมกว่า 2 แสนล้านบาท,คนละครึ่ง เฟส 3/ยิ่งใช้ยิ่งได้ โค้งสุดท้ายก่อนสิ้นปี ดีต่อเนื่อง ผู้ซื้อ-ผู้ขาย ได้ประโยชน์ร่วมกัน สร้างมูลค่ารวมของมาตรการใช้จ่ายลดค่าครองชีพของรัฐสะสมสูงเกือบ 2 แสนล้านบาทแล้ว,News,3-ธ.ค.-21,
ราชกิจจาฯ เผยแพร่กฎกระทรวง แก้เงื่อนไขลดวันต้องโทษ-พักโทษนักโทษเด็ดขาด ลดความแออัดในเรือนจำ,ราชกิจจาฯ เผยแพร่กฎกระทรวง แก้เงื่อนไขนักโทษเด็ดขาด ได้ลดวันต้องโทษจำคุกหรือการพักการลงโทษและได้รับการปล่อยตัว ลดความแออัด,News,3-ธ.ค.-21,
คณะทำงานวิปรัฐบาลได้ข้อยุติ วิธีคำนวณ ส.ส.บัญชีรายชื่อ ให้สิทธิพรรคเล็กได้ ส.ส.ด้วย,"คณะทำงานวิปรัฐบาลได้ข้อยุติวิธีคำนวณ ส.ส.บัญชีรายชื่อ ให้สิทธิพรรคเล็กได้ ส.ส.แม้คะแนนไม่ถึงเกณฑ์เฉลี่ย ยังไม่ลงตัวใช้เบอร์เดียวทั่วประเทศ เสนอลดค่าสมาชิกพรรคการเมืองตลอดชีพจาก 1,000 บาท เหลือ 200 บาท",News,3-ธ.ค.-21,
เสรีรวมไทย ตอกกลับ ‘โฆษกรัฐบาล’ กรณีร่างพ.ร.บ.ตำรวจฯ,วันที่ 3 ธ.ค. 2564 น.ส.เกศศิริ เรืองกาญจนเศรษฐ์ โฆษกเสรีรวมไทย กล่าวถึงกรณีที่ พล.ต.อ.เสรีพิศุทธ์ เตมียเวส หัวหน้าพรรคเสรีรวมไทย ระบุถึงกรณีที่คณะกรรมาธิการวิสามัญพิจารณาร่างพระราชบัญญัติตำรวจแห่งชาติ พ.ศ. …. มีที่มีมติแก้ไขเนื้อหาโครงสร้างของนั้น ชัดเจนว่าไม่เกิดเป็นประโยชน์ใดๆที่นายกรัฐมนตรีจะมานั่งเป็นประธานในเกือบทุกคณะ-ทุกโครงการ นายกรัฐมนตรีควรอุทิศเวลาไปแก้ปัญหาสำคัญเร่งด่วนให้กับประชาชนที่กำลังเผชิญอยู่ในปัจจุบันให้ดีก่อนดีกว่า เรื่ององค์กรตำรวจควรปล่อยให้ผู้มีความรู้ ความเข้าใจเข้ามาทำหน้าที่จะได้เกิดการปฏิรูปองค์กรตำรวจอย่างจริงจัง ถ้านายกฯยังเป็นไก่ได้พลอยอยู่อย่างนี้ ไม่ยอมคายอำนาจ ต่อไปในการลงพื้นที่ หากนายกรัฐมนตรี ไปย้อนถามประชาชนว่าที่ผ่านมา นายกรัฐมนตรีทำอะไรสำเร็จแค่ไหน ก็จะได้คำตอบแบบเมื่อวันที่พลเอกประยุทธ์ จันทร์โอชา นายกรัฐมนตรีเดินทางไปจ.อุดรธานีว่า “ไม่ไหวก็ให้เกษียณ ให้คนอื่นมาทำแทนอีกแน่นอน ”,News,3-ธ.ค.-21,
หมายกำหนดการพระราชพิธีทรงบำเพ็ญพระราชกุศล เนื่องในวันคล้ายวันพระบรมราชสมภพ พระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร,เลขาธิการพระราชวัง รับพระบรมราชโองการเหนือเกล้าฯ สั่งว่า วันที่ 5 ธันวาคม เป็นวันคล้ายวันพระบรมราชสมภพพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราชบรมนาถบพิตร รัฐบาลได้ประกาศกำหนดเป็นวันชาติ เป็นวันพ่อแห่งชาติ และเป็นวันหยุดราชการประจำปี,News,3-ธ.ค.-21,
รถยนต์ไฟฟ้า งาน Motor Expo คึกคัก ส่อง POCCA รถยนต์ไฟฟ้า ไซส์มินิ ราคาต่ำสุด เริ่ม 3.89 แสนบาท,เริ่มแล้วสำหรับงาน Thailand International Motor Expo 2021 หรือมหกรรมยานยนต์ครั้งที่ 38 แบรนด์รถยนต์นำขบวนรถยนต์หลากหลายรุ่นมาจัดแสดงและเปิดจอง ที่น่าจับตาอย่างมากคงหนีไม่พ้นรถยนต์ไฟฟ้า (EV Car) มีทั้งแบรนด์จีนและแบรนด์ยุโรป,News,3-ธ.ค.-21,
หมอมานพ' เผยผลศึกษาโควิดกลายพันธุ์ โอไมครอน ดื้อต่อภูมิคุ้มกันจริง แนะ mRNA สำคัญสุด,วันที่ 3 ธ.ค.64 ศ.นพ.มานพ พิทักษ์ภากร หัวหน้าศูนย์วิจัยการแพทย์แม่นยำ คณะ​แพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล โพสต์ข้อความผ่านทางเฟซบุ๊ก ระบุว่า ข้อมูลทางระบาดวิทยาจากแอฟริกาใต้สนับสนุนว่า Omicron ดื้อต่อภูมิคุ้มกันจริง,News,3-ธ.ค.-21,
"สวิตเซอร์แลนด์กักตัว 2,000 คน หลังพบคนติด ""โอไมครอน"" ในโรงเรียนนานาชาติ","สวิตเซอร์แลนด์กักตัว – วันที่ 3 ธ.ค. รอยเตอร์ รายงานว่า ทางการรัฐเจนีวาและรัฐโวด์ของสวิตเซอร์แลนด์กักตัวคน 2,000 คน ส่วนใหญ่เป็นเด็ก หลังตรวจพบผู้ป่วยโควิด-19 ชนิดกลายพันธุ์โอไมครอน จำนวน 2 คน ในโรงเรียนนานาชาติแห่งเจนีวา ชาเตญเนอเร แคมปัส เมื่อสัปดาห์นี้",News,3-ธ.ค.-21,
พัทยาเฮ อนุญาตให้ดื่มแอลกอฮอล์ ในร้านได้แล้ว แต่ผับ บาร์ ยังปิดต่อ,วันที่ 6 ธ.ค.2564 คณะกรรมการโรคติดต่อจังหวัดชลบุรี มีคำสั่งอนุญาตให้พัทยาสามารถจำหน่ายและนั่งดื่มกิมเครื่องดื่มแอลกอฮอล์ได้แล้ว หลังมีการเรียกร้องจากคนในพื้นที่อย่างต่อเนื่อง,News,3-ธ.ค.-21,
"คนแรก! ""มาเลเซีย"" พบ นศ.กลับจากแอฟริกาใต้ติดโอมิครอน","""มาเลเซีย"" พบนักศึกษาต่างชาติกลับจากแอฟริกาใต้ ติดเชื้อโควิดสายพันธุ์ ""โอมิครอน"" คนแรก สั่งห้ามชั่วคราวผู้ที่เดินทางจาก 8 ประเทศเสี่ยงเข้าประเทศ รวมถึงกักตัวพลเมืองที่กลับจากประเทศที่มีรายงานติดเชื้อ",News,3-ธ.ค.-21,
การค้าชายแดนโอกาสเติบโตสูง หลังเปิดรถไฟลาว-จีน,นายด่านศุลกากรหนองคาย ประเมินว่าผลพวงจากรถไฟลาว-จีน จะทำให้เกิดการขนส่งสินค้าเพิ่มขึ้น แม้ว่าในปัจจุบันยังไม่สามารถข้ามพรมแดนลาว-ไทย จากข้อจำกัดของโควิด-19 แต่ในส่วนของสินค้าอาจจะทะลักเข้ามาไทยได้ในอีกไม่ช้า ซึ่งเป็นสิ่งที่ไทยจะต้องตั้งรับ,News,3-ธ.ค.-21,
"ก.แรงงานหารือเยียวยาคนกลางคืน ตั้งธงจ่ายคนละ 5,000 บาท","รมว.แรงงานตั้งธงจ่ายเงินเยียวยาคนในธุรกิจสถานบันเทิง 5,000 บาทต่อคน เร่งสรุปจำนวนผู้ได้รับผลกระทบ เสนอขอใช้เงินกู้กับ สศช.",News,3-ธ.ค.-21,
สหรัฐฯ ไม่ปิดเมืองรับมือโอมิครอน - นิวยอร์กหวั่นพบติดเชื้อเพิ่ม,ผู้นำสหรัฐฯ ประกาศไม่ใช้มาตรการปิดเมือง เพื่อรับมือกับสายพันธุ์โอมิครอน แต่จะเน้นการฉีดวัคซีนและยกระดับการตรวจหาเชื้อ ขณะที่ทางการนิวยอร์กเชื่อว่าเชื้อโควิด-19 สายพันธุ์ใหม่ อาจจะแพร่ระบาดในเมืองแล้ว หลังพบผู้ติดเชื้อที่ไม่มีประวัติเดินทางไปต่างประเทศ,News,3-ธ.ค.-21,
กต.เปิดเที่ยวบินรับคนไทยจาก 8 ประเทศแอฟริกา เข้มกักตัว 14 วัน,กระทรวงการต่างประเทศขอให้คนไทยที่อาศัยอยู่ใน 8 ประเทศแอฟริกา และต้องการเดินทางกลับไทย สามารถเดินทางกลับได้ใน 5 เที่ยวบิน เริ่ม 1 ธ.ค.นี้ โดยต้องเข้ากักตัวและลงทะเบียนขอรับ COE ผ่านออนไลน์,News,3-ธ.ค.-21,
WHO เตือนโอมิครอนทำโลกเสี่ยงสูง-ร้องช่วยประเทศยากจนรับวัคซีน,"องค์การอนามัยโลกเตือนโควิด-19 สายพันธุ์ ""โอมิครอน"" อาจทำให้โลกมีความเสี่ยงสูงและเกิดผลกระทบร้ายแรงในบางภูมิภาค ขณะที่หลายประเทศเดินหน้าใช้มาตรการจำกัดการเดินทางจากแอฟริกา",News,3-ธ.ค.-21,
ทนายอนันต์ชัย เผยยังไม่ตัดสินใจ รับเป็นทนายให้ ลุงพล ป้าแต่น รอ 6 ธ.ค.ชัดเจน,นายอนันต์ชัย ไชยเดช  ทนายความชื่อดัง โพสต์ข้อความผ่านเพจ ทนาย อนันต์ชัย ไชยเดช ตอบข้อสงสัยกรณี ลุงพล-ป้าแต๋น ติดต่อให้เป็นทนายความว่า กรณีที่มีเพจดังเพจหนึ่งโพสต์ข้อความว่า “ติดต่อทนายคนใหม่เรียบร้อย เลขาทนายนัดรับลุง ชื่อทนาย อ.” ทำให้มีผู้สื่อข่าว และประชาชนจำนวนมากสอบถามผม สร้างความอึดอัดและเสียสมาธิในการทำงานของผมมาก เพราะผมกำลังว่าความ คดีนักเรียนนายร้อยตำรวจกระโดดร่มไม่กาง ที่ศาลอาญาทุจริตฯ สมุทรสงคราม ซึ่งเป็นคดีสำคัญประชาชนให้ความสนใจทั้งประเทศ,News,3-ธ.ค.-21,
นายกฯ ตั้งเป้าเดินหน้าลดความยากจน ปี 65 รายได้ต่อหัวต้องเพียงพอในการดำรงชีวิต,วันที่ 2 ธ.ค.64 ผู้สื่อข่าวรายงานว่า พลเอก ประยุทธ์ จันทร์โอชา นายกรัฐมนตรี และรัฐมนตรีว่าการกระทรวงกลาโหม เป็นประธานการประชุมบอร์ด กบสท. ครั้งที่ 1/2564 เพื่อพิจารณาแนวทางการขับเคลื่อนการบูรณาการเพื่อพัฒนาความเสมอภาคและความเท่าเทียมทางสังคม,News,3-ธ.ค.-21,
เจาะอินเดียแล้ว! พบผู้ติดเชื้อโควิด โอไมครอน 2 รายแรกของประเทศ,วันที่ 3 ธ.ค.64 มีรายงานว่า กระทรวงสาธารณสุขอินเดีย เผย พบผู้ป่วยชาย 2 คน ที่ติดเชื้อโควิดสายพันธุ์โอไมครอน อายุ 66 และ 46 ปี มีอาการไม่รุนแรง แต่ปฏิเสธที่จะให้ข้อมูลเกี่ยวกับประวัติการเดินทางและการฉีดวัคซีน โดยอ้างความเป็นส่วนตัว,News,3-ธ.ค.-21,
เยอรมนี เตรียมใช้มาตรการล็อกดาวน์คนที่ไม่ฉีดวัคซีน สกัดโควิด โอไมครอน,ผู้นำเยอรมนีกำลังหารือกับรัฐทบาลของทั้ง 16 รัฐ เรื่องการใช้คำสั่งห้ามผู้ที่ยังไม่ฉีดวัคซีนเข้าไปยังสถานที่ต่างๆ ยกเว้นสถานที่ที่จำเป็น เช่นร้านขายชำ ร้านยา และร้านขนมปัง,News,3-ธ.ค.-21,
ลุ้นแผนเยียวยา นักร้อง นักดนตรี 'ประยุทธ์' สั่ง ก.แรงงานเร่งช่วยเหลือเซ่นพิษโควิด,"ประยุทธ์' สั่งการทุกหน่วยงานที่เกี่ยวข้องเร่งช่วยเหลือกลุ่มผู้ประกอบการและลูกจ้างอาชีพกลางคืนจากพิษโควิด ลุ้นมาตราการช่วยเหลือรายละ 3,000 บาท/เดือน และลูกจ้าง ม.33, ม.40 พิจารณาจ่ายเยียวยาตามสิทธิประกันสังคม",News,4-ธ.ค.-21,
โอไมครอน' ถึงมาเลเซีย 'ประยุทธ์' สั่งเข้มชายแดนสกัดคนลอบเข้าเมือง,ประยุทธ์' สั่งจับตาใกล้ชิดสถานการณ์โควิด 'โอไมครอน' หลังพบผู้ติดเชื้อในมาเลเซียเป็นรายแรก กำชับแนวชายแดนป้องกันลักลอบเข้าเมืองอย่างเข้มงวด เร่งฉีดวัคซีนโควิด ให้ครอบคลุมมากที่สุด,News,4-ธ.ค.-21,
ลุยตรวจสอบรัฐบาลเข้มปี 2565 ‘พรรคร่วมฝ่ายค้าน’ นัดประชุมใหญ่ 7 ธ.ค. นี้,‘พรรคฝ่ายค้าน’ นัด 7 ธ.ค. สรุปผลงาน-วางแผนตรวจสอบรัฐบาล ปี 2565 จ่อเแถลงสรุปความล้มเหลวประยุทธ์ครั้งใหญ่,News,4-ธ.ค.-21,
หน่วยข่าวกรองสหรัฐฯ พบ รัสเซียเตรียมแผนบุกยูเครนราวต้นปี 2022,โจ ไบเดน ประธานาธิบดีสหรัฐฯ ให้สัมภาษณ์ต่อสื่อล่าสุดว่า สหรัฐฯ จะพยายามทำให้การรุกรานยูเครนของรัสเซียเกิดขึ้นได้ “ยากถึงยากที่สุด” หลังจากหน่วยงานข่าวกรองของสหรัฐฯ เปิดเผยว่า รัสเซียมีการเตรียมปฏิบัติการทางทหารต่อยูเครนราวต้นปี 2022 นี้,News,4-ธ.ค.-21,
SUZUKI จับมือกับ Bar B Q Plaza นำร่องโมเดล Food Truck แบบใหม่ ตอบโจทย์ยุค Next Normal,SUZUKI CARRY และ Bar B Q Plaza เปิดตัวโมเดลฟู้ดทรักส์รูปแบบใหม่ตอบโจทย์ธุรกิจยุค Next Normal นับเป็นการต่อยอดแนวคิดธุรกิจติดล้อ ผ่านการร่วมมือครั้งวสำคัญของทั้งสองแบรนด์ เพื่อนำเสนอแนวคิดสำหรับผู้ประกอบการ ที่จำเป็นต้องปรับตัวและปรับปรุงกลยุทธการนำเสนอสินค้าและบริการในสถานการณ์หลังจากผ่านวิกฤตโควิด-19,News,4-ธ.ค.-21,
แม่ค้าชาวอุดรฯ ถูกตำรวจตามตัว หลังบอกนายกฯ “ถ้าทำไม่ได้ให้เกษียณ” ยืนยันพูดจากใจไม่มีใครหนุนหลัง,แม่ค้าขายก๋วยเตี๋ยว ชาวอุดรฯ ถูกตำรวจเรียกทำประวัติ หลังบอกนายกฯ ว่า “ถ้าทำไม่ได้ก็อยากให้เกษียณ” ยืนยันไม่ได้ทำอะไรผิด ไม่เกี่ยวข้องกับการเมืองเป็นแค่คนสนใจข่าวการเมือง,News,4-ธ.ค.-21,
‘อนามัยโลก’ ชี้สถานการณ์เปลี่ยนไปแล้ว อย่าตื่นตระหนก ‘โควิดโอไมครอน’ แม้อาจแพร่เชื้อเร็ว-หวั่นเป็นสายพันธุ์หลัก,ผู้เชี่ยวชาญองค์การอนามัยโลก ชี้อย่าตื่นตระหนกโควิดสายพันธุ์โอไมครอน เนื่องจากโลกมีวัคซีนที่มีประสิทธิภาพสูง แต่ยอมรับโควิดสายพันธุ์นี้อาจแพร่เชื้อเร็วและอาจกลายเป็นสายพันธุ์หลักที่ระบาดทั่วโลก,News,4-ธ.ค.-21,
เชียงใหม่ไฟเขียวอนุญาตให้ร้านอาหารขายและดื่มครื่องดื่มแอลกอฮอล์ในร้านได้,ผู้ว่าฯ เชียงใหม่ สั่งผ่อนคลายการดำเนินกิจการ กิจกรรม ใน 5 อำเภอ นำร่องด้านการท่องเที่ยว เริ่ม 6 ธ.ค. นี้ ให้ร้านอาหารจำหน่ายและดื่มครื่องดื่มแอลกอฮอล์ในร้านได้ สถานบันเทิงยังคงงดให้บริการ,News,4-ธ.ค.-21,
รฟท.เปิดเวทีรับฟังความเห็นประชาชนปม ‘ปิดหัวลำโพง’ วันที่ 14 ธ.ค.นี้,วันที่ 4 ธ.ค. 2564 การรถไฟแห่งประเทศไทย (รฟท.) เตรียมจัดเวทีสาธารณะเพื่อรับฟังความคิดเห็นประชาชน กรณีปิดสถานีหัวลำโพง รวมถึงการพัฒนาพื้นที่และการเดินรถไฟเข้าสถานีหัวลำโพง โดยให้ประชาชนแสดงความคิดเห็นทางงเฟซบุ๊กวันที่ 14 ธ.ค.นี้,News,4-ธ.ค.-21,
สหรัฐฯ ยืนยันบทบาทไทยสำคัญ แก้วิกฤติรัฐประหารเมียนมา ย้ำต้องกดดันเผด็จการเมียนมามากขึ้น,ผู้ช่วยรัฐมนตรีต่างประเทศสหรัฐฯ เยือนไทย ย้ำจุดยืนสหรัฐฯ หวังให้ไทยและชาติพันธมิตรกดดันเผด็จการทหารเมียนมาให้มากขึ้น ยืนยันไทยมีบทบาทสำคัญ แก้วิกฤติรัฐประหารเมียนมา,News,4-ธ.ค.-21,
พรรคไทยศรีวิไลย์ จัดประชุมใหญ่ พร้อมส่งผู้สมัคร 400 เขต ลุยเลือกตั้ง เผย นโยบาย ลุยเปิดคาสิโนในไทย,วันที่ 4 ธ.ค. 2564 นายมงคลกิตติ์ สุขสินธารานนท์ หัวหน้าพรรคไทยศรีวิไลย์ พร้อมด้วยกรรมการบริหารพรรค มีการจัดประชุมใหญ่สามัญครั้งที่ 1 ประจำปี พ.ศ.2564 ณ โรงแรมดิ อิมพีเรียล โฮเทล แอนด์ คอนเวนชั่น เซ็นเตอร์ จ.นครราชสีมา,News,4-ธ.ค.-21,
ตร.หาอีก 100 นักท่องเที่ยวจากแอฟริกา ตรวจหาเชื้อ-ผวาโอไมครอน,วันที่ 4 ธงค.64 พล.ต.ต.อาชยน ไกรทอง รองผบช.สตม. กล่าวถึงการติดตามหานักท่องเที่ยวจากทวีปแอฟริกาว่า จากการตรวจสอบหาบุคคลที่เดินทางมาจาก 8 ประเทศเสี่ยงสูงในทวีปแอฟริกา 248 คน ซึ่งเข้าประเทศไทย ตั้งแต่วันที่ 15-30 พ.ย.ที่ผ่านมา สตม.ตรวจพบแล้วประมาณ 150 คน จึงประสานเจ้าหน้าที่สาธารณสุขเข้าตรวจหาเชื้อ ผลปรากฏว่าไม่พบติดเชื้อโควิดสายพันธุ์โอไมครอน,News,4-ธ.ค.-21,
"โควิดวันนี้ ติดเชื้อใหม่ 5,896 ผู้ป่วยจากระบบเฝ้าระวังฯ 4,609 ดับต่ำกว่า40","วันที่ 4 ธ.ค.64 กระทรวงสาธารณสุข รายงานยอดผู้ติดเชื้อโควิด-19 รายใหม่ รวม 5,896 ราย จำแนกเป็น ผู้ป่วยจากระบบเฝ้าระวังฯ 4,609 ราย ผู้ป่วยจากการค้นหาเชิงรุก 148 ราย ผู้ป่วยภายในเรือนจำ/ที่ต้องขัง 1,127 ราย ผู้ป่วยมาจากต่างประเทศ 12 ราย",News,4-ธ.ค.-21,
"นักวิจัยชี้ ""โอมิครอน"" กลายพันธุ์อาจมีต้นตอจากเชื้อหวัด","นักวิจัยสหรัฐฯ ชี้การกลายพันธุ์ของ ""โอมิครอน"" ส่วนหนึ่งอาจมีที่มาจากโรคหวัด ขณะที่ผู้เชี่ยวชาญตั้งข้อสังเกตว่าวัคซีนเข็มกระตุ้นอาจช่วยป้องกันจากโควิด-19 ได้หลายสายพันธุ์",News,4-ธ.ค.-21,
"นักท่องเที่ยวแห่สัมผัสอากาศหนาว ""ดอยอินทนนท์"" จ.เชียงใหม่",อากาศบนยอดดอยที่เริ่มหนาวเย็น ทำให้ดอยอินทนนท์ อ.จอมทอง จ.เชียงใหม่ คึกคักไปด้วยนักท่องเที่ยว ที่ต้องการไปสัมผัสอากาศหนาว และชมปรากฏการณ์น้ำค้างแข็งยามเช้า โดยเฉพาะวันหยุดยาว 3 วัน,News,4-ธ.ค.-21,
"อนามัยโลกแนะตั้งรับ ""โอมิครอน"" แต่ไม่ควรตระหนก","องค์การอนามัยโลกย้ำว่าทั่วโลกควรเตรียมพร้อมรับมือโควิดสายพันธุ์ ""โอมิครอน"" และไม่ควรตื่นตระหนก ขณะที่มีการคาดการณ์ว่าสายพันธุ์โอมิครอนอาจทำให้มีผู้ติดเชื้อมากกว่าสายพันธุ์เดลตาในเวลา 2-3 เดือน",News,4-ธ.ค.-21,
"รถไฟฟ้าสาย ""สีชมพู-เหลือง"" เตรียมเปิดบริการปี 65","""บีทีเอส"" ทดสอบรถไฟฟ้าสาย ""สีชมพู-เหลือง"" เตรียมความพร้อม ก่อนเปิดให้บริการปี 2565 โดยสามารถทำความเร็วได้ถึง 80 กิโลเมตรต่อชั่วโมง ล่าสุด รับมอบแล้ว 22 ขบวนจาก 30 ขบวน พร้อมบริการกลางปี 2565",News,4-ธ.ค.-21,
"""มาเลเซีย-สิงคโปร์"" เปิดข้ามแดน แม้หวั่นสายพันธุ์โอมิครอน",ออสเตรเลียเตรียมทบทวนแผนการเปิดประเทศอีกครั้ง หลังพบผู้ติดโควิด-19 สายพันธุ์โอมิครอน คนที่ 3 ขณะที่มาเลเซียและสิงคโปร์เปิดเส้นทางข้ามแดน แบบไม่ต้องกักตัว สำหรับผู้ฉีดวัคซีนแล้วเป็นครั้งแรก ในรอบมากกว่า 20 เดือน แม้จะมีความกังวลเกี่ยวกับเชื้อกลายพันธุ์,News,4-ธ.ค.-21,
"""ซีริล รามาโฟซา"" ประณามคำสั่งห้ามคนจากแอฟริกาใต้เข้าประเทศ","""ซีริล รามาโฟซา"" ผู้นำแอฟริกาใต้เรียกร้องให้นานาชาติ ยกเลิกคำสั่งห้ามผู้ที่เดินทางมาจากแอฟริกาใต้เข้าประเทศ เนื่องจากมองว่า คำสั่งดังกล่าวเป็นการเลือกปฏิบัติอย่างไม่เป็นธรรม และจะส่งผลเสียมากกว่าผลดี",News,4-ธ.ค.-21,
เร่งเก็บซากเครื่องบิน F5 อายุ 43 ปี ขอปชช.อย่าเข้าใกล้พื้นที่ตก,เจ้าหน้าที่นิรภัยการบินจากกองทัพอากาศ ร่วมกับกำลังของกองบิน 2 ลพบุรี กว่า 50 นาย ได้เข้าเคลียร์พื้นที่ ในการเก็บชิ้นส่วนของซากเครื่องบิน F-5F ที่ตกในพื้นที่ตำบลบัวชุม อำเภอชัยบาดาล จ.ลพบุรี โดยเฉพาะในบ่อน้ำที่เครื่องบินตกลงไปมีความลึกประมาณ 5 เมตร โดยเมื่อช่วงเย็นวานนี้ทางกองทัพอากาศได้ขอความร่วมมือจากเจ้าหน้าที่กู้ภัยมูลนิธิพ้งไล้16ลำนารายณ์ ดำน้ำค้นหาซากแต่พบเพียงเศษชิ้นส่วนบางอย่างเท่านั้น และการดำลงไปค้นหาลำบากจึงได้ยุติ และได้ขอรับการสนับสนุนเครื่องสูบน้ำพญานาคจากชาวบ้านจำนวน 5 เครื่องทำการสูบน้ำออกจากบ่อตลอดทั้งคืนจนถึงเช้ายังเหลืออีกประมาณ 1 เมตร เพื่อค้นหาตัวเครื่องยนต์และส่วนหัว โดยมีการใช้เชือกขึงกั้นไม่ให้สื่อมวลชนและชาวบ้านเข้าใกล้จุดเกิดเหตุเพื่อความปลอดภัยและเจ้าหน้าที่ได้ทำงานสะดวก,News,4-ธ.ค.-21,
อาการไอเรื้อรัง เป็นสัญญาณเตือนมะเร็งปอด,ตามที่มีการโพสต์และแชร์ข้อความในสื่อต่างๆ ถึงประเด็นเรื่อง อาการไอเรื้อรัง เป็นสัญญาณเตือนมะเร็งปอด ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงโดย สถาบันมะเร็งแห่งชาติ กรมการแพทย์ กระทรวงสาธารณสุข พบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลจริง,News,11-ธ.ค.-21,
กสทช. เตรียมเพิ่มทางเลือกให้ประชาชนยืนยันตัวตนผ่าน Mobile ID แทนบัตรประชาชน,ตามที่มีการเผยพร่ข้อมูลประเด็นเรื่อง กสทช. เตรียมเพิ่มทางเลือกให้ประชาชนยืนยันตัวตนผ่าน Mobile ID แทนบัตรประชาชน ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงโดย สำนักงานคณะกรรมการกิจการกระจายเสียง กิจการโทรทัศน์ และกิจการโทรคมนาคมแห่งชาติ กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม พบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลจริง,News,12-ธ.ค.-21,
สปสช. เชิญชวนฉีดวัคซีนไข้หวัดใหญ่ฟรี วันที่ 13-17 ธ.ค. 64 สามารถจองคิวได้ที่แอปเป๋าตัง,ตามที่มีการเผยแพร่ข้อมูลในสื่อสังคมออนไลน์เรื่อง สปสช. เชิญชวนฉีดวัคซีนไข้หวัดใหญ่ฟรี วันที่ 13-17 ธ.ค. 64 ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงโดย สำนักงานหลักประกันสุขภาพแห่งชาติ กระทรวงสาธารณสุข พบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลจริง,News,12-ธ.ค.-21,
กรมบัญชีกลาง จะใช้โครงการพัฒนาระบบบำเหน็จบำนาญและสวัสดิการรักษาพยาบาล ภายในไตรมาสที่ 2 ของปี 65,ตามที่มีการเผยแพร่ข้อมูลประเด็นเรื่อง กรมบัญชีกลาง จะใช้โครงการพัฒนาระบบบำเหน็จบำนาญและสวัสดิการรักษาพยาบาล ภายในไตรมาสที่ 2 ของปี 65 ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงกับกรมบัญชีกลาง กระทรวงการคลัง พบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลจริง,News,13-ธ.ค.-21,
สปสช. อนุมัติงบประมาณปี 66 จำนวน 2 แสนล้านบาท ยกระดับบัตรทอง นวัตกรรมการแพทย์ และเพิ่มสิทธิประโยชน์ใหม่ ,ตามที่มีการเผยแพร่ข้อมูลในสื่อต่างๆ ประเด็นเรื่อง อนุมัติงบประมาณปี 66 จำนวน 2 แสนล้านบาท ยกระดับบัตรทอง นวัตกรรมการแพทย์ และเพิ่มสิทธิประโยชน์ใหม่ ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงโดย สำนักงานหลักประกันสุขภาพแห่งชาติ กระทรวงสาธารณสุข พบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลจริง,News,13-ธ.ค.-21,
